Info 0    [11:53:22.206] Starting TS Server
        at IOSession.Session.executeCommand (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172193:33)
        at IOSession.Session.onMessage (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172219:35)
        at Interface.<anonymous> (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:174824:31)
        at Interface.emit (node:events:390:28)
        at Interface._onLine (node:readline:487:10)
        at Interface._normalWrite (node:readline:661:12)
        at Socket.ondata (node:readline:269:10)
        at Socket.emit (node:events:390:28)
        at addChunk (node:internal/streams/readable:315:12)
        at readableAddChunk (node:internal/streams/readable:289:9)
        at Socket.Readable.push (node:internal/streams/readable:228:10)
        at Pipe.onStreamRead (node:internal/stream_base_commons:199:23)
Err 877   [11:55:21.031] Exception on executing command {"command":"quickinfo","seq":667,"type":"request","arguments":{"file":"/home/xanadu/url-shortner/panel/src/linkcreate/index.js","line":132,"offset":29}}:

    Debug Failure. False expression: `JsxText` tokens should not be the first child of `JsxElement | JsxSelfClosingElement`

    Error: Debug Failure. False expression: `JsxText` tokens should not be the first child of `JsxElement | JsxSelfClosingElement`
        at findRightmostChildNodeWithTokens (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123998:26)
        at find (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123972:29)
        at findPrecedingToken (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123922:22)
        at nodeContainsPosition (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123857:37)
        at /home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123814:21
        at Object.binarySearchKey (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:1200:21)
        at _loop_1 (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123789:24)
        at getTokenAtPositionWorker (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123839:27)
        at getTouchingToken (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123774:16)
        at Object.getTouchingPropertyName (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123766:16)
        at Object.getQuickInfoAtPosition (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:160091:27)
        at IOSession.Session.getQuickInfoWorker (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:171441:62)
        at Session.handlers.ts.Map.ts.getEntries._a.<computed> (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:170335:61)
        at /home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172193:88
        at IOSession.Session.executeWithRequestId (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172184:28)
        at IOSession.Session.executeCommand (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172193:33)
        at IOSession.Session.onMessage (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172219:35)
        at Interface.<anonymous> (/home/xanadu/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:174824:31)
        at Interface.emit (node:events:390:28)
        at Interface._onLine (node:readline:487:10)
        at Interface._normalWrite (node:readline:661:12)
        at Socket.ondata (node:readline:269:10)
        at Socket.emit (node:events:390:28)
        at addChunk (node:internal/streams/readable:315:12)
        at readableAddChunk (node:internal/streams/readable:289:9)
        at Socket.Readable.push (node:internal/streams/readable:228:10)
        at Pipe.onStreamRead (node:internal/stream_base_commons:199:23)
Info 878  [11:55:21.043] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 879  [11:55:21.048] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false structureIsReused:: Completely Elapsed: 5.486289999913424ms
Info 880  [11:55:21.049] Different program with same set of files
Info 881  [11:55:21.052] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 882  [11:55:21.059] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false structureIsReused:: Completely Elapsed: 6.16582899983041ms
Info 883  [11:55:21.059] Different program with same set of files
Info 884  [11:55:21.066] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 885  [11:55:21.072] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false structureIsReused:: Completely Elapsed: 6.5808230000548065ms
Info 886  [11:55:21.072] Different program with same set of files
Info 887  [11:55:21.073] getCompletionData: Get current token: 0.023770000087097287
Info 888  [11:55:21.073] getCompletionData: Is inside comment: 0.0026499999221414328
Info 889  [11:55:21.073] getCompletionData: Get previous token: 0.05460999999195337
Info 890  [11:55:21.073] getCompletionsAtPosition: isCompletionListBlocker: 0.005850000074133277
Info 891  [11:55:21.086] getExportInfoMap: cache hit
Info 892  [11:55:21.102] collectAutoImports: resolved 1 module specifiers, plus 0 ambient and 0 from cache
Info 893  [11:55:21.102] collectAutoImports: response is complete
Info 894  [11:55:21.102] collectAutoImports: 7.047713999869302
Info 895  [11:55:21.102] getCompletionData: Semantic work: 29.288692000089213
Info 896  [11:55:21.125] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.809783000033349
Info 897  [11:55:21.129] getCompletionData: Get current token: 0.02076999982818961
Info 898  [11:55:21.129] getCompletionData: Is inside comment: 0.0026400000788271427
Info 899  [11:55:21.129] getCompletionData: Get previous token: 0.048448999878019094
Info 900  [11:55:21.129] getCompletionsAtPosition: isCompletionListBlocker: 0.005810000002384186
Info 901  [11:55:21.141] getExportInfoMap: cache hit
Info 902  [11:55:21.153] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 2 from cache
Info 903  [11:55:21.153] collectAutoImports: response is complete
Info 904  [11:55:21.153] collectAutoImports: 3.589101000223309
Info 905  [11:55:21.153] getCompletionData: Semantic work: 24.307802999857813
Info 906  [11:55:21.161] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.994797000195831
Info 907  [11:55:21.164] getCompletionData: Get current token: 0.022539000026881695
Info 908  [11:55:21.164] getCompletionData: Is inside comment: 0.0027699999045580626
Info 909  [11:55:21.164] getCompletionData: Get previous token: 0.053149000043049455
Info 910  [11:55:21.164] getCompletionsAtPosition: isCompletionListBlocker: 0.006130000110715628
Info 911  [11:55:21.177] getExportInfoMap: cache hit
Info 912  [11:55:21.195] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 2 from cache
Info 913  [11:55:21.195] collectAutoImports: response is complete
Info 914  [11:55:21.195] collectAutoImports: 5.87363399984315
Info 915  [11:55:21.195] getCompletionData: Semantic work: 30.79939700011164
Info 916  [11:55:21.201] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.221785000059754
Info 917  [11:55:21.204] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 918  [11:55:21.210] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false structureIsReused:: Completely Elapsed: 6.506293999962509ms
Info 919  [11:55:21.210] Different program with same set of files
Info 920  [11:55:21.211] getCompletionData: Get current token: 0.021108999848365784
Info 921  [11:55:21.211] getCompletionData: Is inside comment: 0.002360000042244792
Info 922  [11:55:21.211] getCompletionData: Get previous token: 0.04993900004774332
Info 923  [11:55:21.211] getCompletionsAtPosition: isCompletionListBlocker: 0.00595899997279048
Info 924  [11:55:21.223] getExportInfoMap: cache hit
Info 925  [11:55:21.240] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 926  [11:55:21.240] collectAutoImports: response is complete
Info 927  [11:55:21.240] collectAutoImports: 6.861779000144452
Info 928  [11:55:21.240] getCompletionData: Semantic work: 28.981698000105098
Info 929  [11:55:21.268] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.579909000080079
Info 930  [11:55:21.275] getCompletionData: Get current token: 0.02072899998165667
Info 931  [11:55:21.275] getCompletionData: Is inside comment: 0.0024300001095980406
Info 932  [11:55:21.275] getCompletionData: Get previous token: 0.047839000122621655
Info 933  [11:55:21.275] getCompletionsAtPosition: isCompletionListBlocker: 0.005369999911636114
Info 934  [11:55:21.287] getExportInfoMap: cache hit
Info 935  [11:55:21.300] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 936  [11:55:21.300] collectAutoImports: response is complete
Info 937  [11:55:21.300] collectAutoImports: 3.728449000045657
Info 938  [11:55:21.300] getCompletionData: Semantic work: 24.529550000093877
Info 939  [11:55:21.306] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.467909999890253
Info 940  [11:55:21.309] getCompletionData: Get current token: 0.022908999817445874
Info 941  [11:55:21.309] getCompletionData: Is inside comment: 0.003120000008493662
Info 942  [11:55:21.309] getCompletionData: Get previous token: 0.053019000217318535
Info 943  [11:55:21.309] getCompletionsAtPosition: isCompletionListBlocker: 0.0060900000389665365
Info 944  [11:55:21.324] getExportInfoMap: cache hit
Info 945  [11:55:21.343] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 946  [11:55:21.344] collectAutoImports: response is complete
Info 947  [11:55:21.344] collectAutoImports: 3.9057860001921654
Info 948  [11:55:21.344] getCompletionData: Semantic work: 34.10646299994551
Info 949  [11:55:21.350] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.6014589997939765
Info 950  [11:55:21.353] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 951  [11:55:21.359] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false structureIsReused:: Completely Elapsed: 5.502580000087619ms
Info 952  [11:55:21.359] Different program with same set of files
Info 953  [11:55:21.362] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 954  [11:55:21.367] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false structureIsReused:: Completely Elapsed: 5.137606000062078ms
Info 955  [11:55:21.367] Different program with same set of files
Info 956  [11:55:21.367] getCompletionData: Get current token: 0.023249999852851033
Info 957  [11:55:21.367] getCompletionData: Is inside comment: 0.003260000143200159
Info 958  [11:55:21.367] getCompletionData: Get previous token: 0.034939000150188804
Info 959  [11:55:21.368] getCompletionsAtPosition: isCompletionListBlocker: 0.01987900002859533
Info 960  [11:55:21.368] Returning an empty list because completion was requested in an invalid position.
Info 961  [11:55:21.369] getCompletionData: Get current token: 0.02159000001847744
Info 962  [11:55:21.369] getCompletionData: Is inside comment: 0.002360000042244792
Info 963  [11:55:21.369] getCompletionData: Get previous token: 0.030690000159665942
Info 964  [11:55:21.369] getCompletionsAtPosition: isCompletionListBlocker: 0.009679000126197934
Info 965  [11:55:21.369] Returning an empty list because completion was requested in an invalid position.
Info 966  [11:55:21.369] getCompletionData: Get current token: 0.022729000076651573
Info 967  [11:55:21.369] getCompletionData: Is inside comment: 0.00215000007301569
Info 968  [11:55:21.369] getCompletionData: Get previous token: 0.028678999980911613
Info 969  [11:55:21.369] getCompletionsAtPosition: isCompletionListBlocker: 0.00622999994084239
Info 970  [11:55:21.369] Returning an empty list because completion was requested in an invalid position.
Info 971  [11:55:21.369] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 972  [11:55:21.383] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false structureIsReused:: Completely Elapsed: 13.412631000159308ms
Info 973  [11:55:21.383] Different program with same set of files
Info 974  [11:55:21.383] getCompletionData: Get current token: 0.02392899990081787
Info 975  [11:55:21.383] getCompletionData: Is inside comment: 0.0030499999411404133
Info 976  [11:55:21.383] getCompletionData: Get previous token: 0.03544900007545948
Info 977  [11:55:21.383] getCompletionsAtPosition: isCompletionListBlocker: 0.012129999930039048
Info 978  [11:55:21.383] Returning an empty list because completion was requested in an invalid position.
Info 979  [11:55:21.384] getCompletionData: Get current token: 0.022640000097453594
Info 980  [11:55:21.384] getCompletionData: Is inside comment: 0.0022700000554323196
Info 981  [11:55:21.384] getCompletionData: Get previous token: 0.02817999990656972
Info 982  [11:55:21.384] getCompletionsAtPosition: isCompletionListBlocker: 0.00738000008277595
Info 983  [11:55:21.384] Returning an empty list because completion was requested in an invalid position.
Info 984  [11:55:21.384] getCompletionData: Get current token: 0.02230000006966293
Info 985  [11:55:21.384] getCompletionData: Is inside comment: 0.002149999840185046
Info 986  [11:55:21.384] getCompletionData: Get previous token: 0.027689999900758266
Info 987  [11:55:21.384] getCompletionsAtPosition: isCompletionListBlocker: 0.005938999820500612
Info 988  [11:55:21.384] Returning an empty list because completion was requested in an invalid position.
Info 989  [11:55:21.384] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 990  [11:55:21.390] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false structureIsReused:: Completely Elapsed: 5.720127000007778ms
Info 991  [11:55:21.390] Different program with same set of files
Info 992  [11:55:21.390] getCompletionData: Get current token: 0.017240000190213323
Info 993  [11:55:21.390] getCompletionData: Is inside comment: 0.0027000000700354576
Info 994  [11:55:21.390] getCompletionData: Get previous token: 0.037379000103101134
Info 995  [11:55:21.390] getCompletionsAtPosition: isCompletionListBlocker: 0.012110000010579824
Info 996  [11:55:21.390] Returning an empty list because completion was requested in an invalid position.
Info 997  [11:55:21.391] getCompletionData: Get current token: 0.014810000080615282
Info 998  [11:55:21.391] getCompletionData: Is inside comment: 0.0021200000774115324
Info 999  [11:55:21.391] getCompletionData: Get previous token: 0.027990000089630485
Info 1000 [11:55:21.391] getCompletionsAtPosition: isCompletionListBlocker: 0.006169999949634075
Info 1001 [11:55:21.391] Returning an empty list because completion was requested in an invalid position.
Info 1002 [11:55:21.391] getCompletionData: Get current token: 0.014559999806806445
Info 1003 [11:55:21.391] getCompletionData: Is inside comment: 0.002139999996870756
Info 1004 [11:55:21.391] getCompletionData: Get previous token: 0.030769000062718987
Info 1005 [11:55:21.391] getCompletionsAtPosition: isCompletionListBlocker: 0.006800000090152025
Info 1006 [11:55:21.391] Returning an empty list because completion was requested in an invalid position.
Info 1007 [11:55:21.391] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1008 [11:55:21.400] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false structureIsReused:: Completely Elapsed: 8.8172959999647ms
Info 1009 [11:55:21.400] Different program with same set of files
Info 1010 [11:55:21.404] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1011 [11:55:21.409] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: false structureIsReused:: Completely Elapsed: 5.228834999958053ms
Info 1012 [11:55:21.409] Different program with same set of files
Info 1013 [11:55:21.413] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1014 [11:55:21.418] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: false structureIsReused:: Completely Elapsed: 5.09686699998565ms
Info 1015 [11:55:21.418] Different program with same set of files
Info 1016 [11:55:21.418] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1017 [11:55:21.425] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: false structureIsReused:: Completely Elapsed: 6.23574799997732ms
Info 1018 [11:55:21.425] Different program with same set of files
Info 1019 [11:55:21.425] getCompletionData: Get current token: 0.016419999999925494
Info 1020 [11:55:21.425] getCompletionData: Is inside comment: 0.002520000096410513
Info 1021 [11:55:21.425] getCompletionData: Get previous token: 0.03568900004029274
Info 1022 [11:55:21.425] getCompletionsAtPosition: isCompletionListBlocker: 0.011820000130683184
Info 1023 [11:55:21.425] Returning an empty list because completion was requested in an invalid position.
Info 1024 [11:55:21.426] getCompletionData: Get current token: 0.015518999891355634
Info 1025 [11:55:21.426] getCompletionData: Is inside comment: 0.002369999885559082
Info 1026 [11:55:21.426] getCompletionData: Get previous token: 0.028398999944329262
Info 1027 [11:55:21.426] getCompletionsAtPosition: isCompletionListBlocker: 0.007499000057578087
Info 1028 [11:55:21.426] Returning an empty list because completion was requested in an invalid position.
Info 1029 [11:55:21.426] getCompletionData: Get current token: 0.015549000119790435
Info 1030 [11:55:21.426] getCompletionData: Is inside comment: 0.001939999870955944
Info 1031 [11:55:21.426] getCompletionData: Get previous token: 0.02781999995931983
Info 1032 [11:55:21.426] getCompletionsAtPosition: isCompletionListBlocker: 0.005950000137090683
Info 1033 [11:55:21.426] Returning an empty list because completion was requested in an invalid position.
Info 1034 [11:55:21.426] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1035 [11:55:21.432] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 91 structureChanged: false structureIsReused:: Completely Elapsed: 5.767086000181735ms
Info 1036 [11:55:21.432] Different program with same set of files
Info 1037 [11:55:21.432] getCompletionData: Get current token: 0.016519000055268407
Info 1038 [11:55:21.432] getCompletionData: Is inside comment: 0.0028200000524520874
Info 1039 [11:55:21.432] getCompletionData: Get previous token: 0.03414899995550513
Info 1040 [11:55:21.432] getCompletionsAtPosition: isCompletionListBlocker: 0.012180000077933073
Info 1041 [11:55:21.432] Returning an empty list because completion was requested in an invalid position.
Info 1042 [11:55:21.432] getCompletionData: Get current token: 0.015159999951720238
Info 1043 [11:55:21.433] getCompletionData: Is inside comment: 0.0021100000012665987
Info 1044 [11:55:21.433] getCompletionData: Get previous token: 0.02841000002808869
Info 1045 [11:55:21.433] getCompletionsAtPosition: isCompletionListBlocker: 0.0065200000535696745
Info 1046 [11:55:21.433] Returning an empty list because completion was requested in an invalid position.
Info 1047 [11:55:21.433] getCompletionData: Get current token: 0.015200000023469329
Info 1048 [11:55:21.433] getCompletionData: Is inside comment: 0.0019600000232458115
Info 1049 [11:55:21.433] getCompletionData: Get previous token: 0.027969999937340617
Info 1050 [11:55:21.433] getCompletionsAtPosition: isCompletionListBlocker: 0.0058200000785291195
Info 1051 [11:55:21.433] Returning an empty list because completion was requested in an invalid position.
Info 1052 [11:55:21.433] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1053 [11:55:21.448] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 92 structureChanged: false structureIsReused:: Completely Elapsed: 15.371839000144973ms
Info 1054 [11:55:21.448] Different program with same set of files
Info 1055 [11:55:21.449] getCompletionData: Get current token: 0.015599999809637666
Info 1056 [11:55:21.449] getCompletionData: Is inside comment: 0.0022799998987466097
Info 1057 [11:55:21.449] getCompletionData: Get previous token: 0.031190000008791685
Info 1058 [11:55:21.449] getCompletionsAtPosition: isCompletionListBlocker: 0.011319000041112304
Info 1059 [11:55:21.449] Returning an empty list because completion was requested in an invalid position.
Info 1060 [11:55:21.450] getCompletionData: Get current token: 0.017050000140443444
Info 1061 [11:55:21.450] getCompletionData: Is inside comment: 0.0023499999660998583
Info 1062 [11:55:21.450] getCompletionData: Get previous token: 0.029950000112876296
Info 1063 [11:55:21.450] getCompletionsAtPosition: isCompletionListBlocker: 0.009210000047460198
Info 1064 [11:55:21.450] Returning an empty list because completion was requested in an invalid position.
Info 1065 [11:55:21.450] getCompletionData: Get current token: 0.014709000010043383
Info 1066 [11:55:21.450] getCompletionData: Is inside comment: 0.0021200000774115324
Info 1067 [11:55:21.450] getCompletionData: Get previous token: 0.027329999953508377
Info 1068 [11:55:21.450] getCompletionsAtPosition: isCompletionListBlocker: 0.00570999993942678
Info 1069 [11:55:21.450] Returning an empty list because completion was requested in an invalid position.
Info 1070 [11:55:21.451] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1071 [11:55:21.459] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 93 structureChanged: false structureIsReused:: Completely Elapsed: 8.776178000029176ms
Info 1072 [11:55:21.459] Different program with same set of files
Info 1073 [11:55:21.460] getCompletionData: Get current token: 0.017059999983757734
Info 1074 [11:55:21.460] getCompletionData: Is inside comment: 0.0028699999675154686
Info 1075 [11:55:21.460] getCompletionData: Get previous token: 0.03173899999819696
Info 1076 [11:55:21.460] getCompletionsAtPosition: isCompletionListBlocker: 0.01285999990068376
Info 1077 [11:55:21.460] Returning an empty list because completion was requested in an invalid position.
Info 1078 [11:55:21.460] getCompletionData: Get current token: 0.014879999915137887
Info 1079 [11:55:21.460] getCompletionData: Is inside comment: 0.0021600001491606236
Info 1080 [11:55:21.460] getCompletionData: Get previous token: 0.02630999987013638
Info 1081 [11:55:21.460] getCompletionsAtPosition: isCompletionListBlocker: 0.005949999904260039
Info 1082 [11:55:21.460] Returning an empty list because completion was requested in an invalid position.
Info 1083 [11:55:21.460] getCompletionData: Get current token: 0.01899900007992983
Info 1084 [11:55:21.460] getCompletionData: Is inside comment: 0.003279999829828739
Info 1085 [11:55:21.460] getCompletionData: Get previous token: 0.027728999964892864
Info 1086 [11:55:21.460] getCompletionsAtPosition: isCompletionListBlocker: 0.006700000027194619
Info 1087 [11:55:21.461] Returning an empty list because completion was requested in an invalid position.
Info 1088 [11:55:21.461] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1089 [11:55:21.466] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 94 structureChanged: false structureIsReused:: Completely Elapsed: 5.648008000105619ms
Info 1090 [11:55:21.466] Different program with same set of files
Info 1091 [11:55:21.467] getCompletionData: Get current token: 0.016850000014528632
Info 1092 [11:55:21.467] getCompletionData: Is inside comment: 0.0029299999587237835
Info 1093 [11:55:21.467] getCompletionData: Get previous token: 0.03355999989435077
Info 1094 [11:55:21.467] getCompletionsAtPosition: isCompletionListBlocker: 0.013280000071972609
Info 1095 [11:55:21.467] Returning an empty list because completion was requested in an invalid position.
Info 1096 [11:55:21.467] getCompletionData: Get current token: 0.015030000125989318
Info 1097 [11:55:21.467] getCompletionData: Is inside comment: 0.0022799998987466097
Info 1098 [11:55:21.467] getCompletionData: Get previous token: 0.026509999996051192
Info 1099 [11:55:21.467] getCompletionsAtPosition: isCompletionListBlocker: 0.006449999986216426
Info 1100 [11:55:21.467] Returning an empty list because completion was requested in an invalid position.
Info 1101 [11:55:21.467] getCompletionData: Get current token: 0.014910000143572688
Info 1102 [11:55:21.467] getCompletionData: Is inside comment: 0.002139999996870756
Info 1103 [11:55:21.467] getCompletionData: Get previous token: 0.026409999933093786
Info 1104 [11:55:21.467] getCompletionsAtPosition: isCompletionListBlocker: 0.006019999971613288
Info 1105 [11:55:21.467] Returning an empty list because completion was requested in an invalid position.
Info 1106 [11:55:21.467] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1107 [11:55:21.473] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 95 structureChanged: false structureIsReused:: Completely Elapsed: 5.182285000104457ms
Info 1108 [11:55:21.473] Different program with same set of files
Info 1109 [11:55:21.473] getCompletionData: Get current token: 0.016279000090435147
Info 1110 [11:55:21.473] getCompletionData: Is inside comment: 0.0027699999045580626
Info 1111 [11:55:21.473] getCompletionData: Get previous token: 0.031238999916240573
Info 1112 [11:55:21.473] getCompletionsAtPosition: isCompletionListBlocker: 0.01217000000178814
Info 1113 [11:55:21.473] Returning an empty list because completion was requested in an invalid position.
Info 1114 [11:55:21.473] getCompletionData: Get current token: 0.014919999986886978
Info 1115 [11:55:21.473] getCompletionData: Is inside comment: 0.0020800000056624413
Info 1116 [11:55:21.473] getCompletionData: Get previous token: 0.02638900000602007
Info 1117 [11:55:21.473] getCompletionsAtPosition: isCompletionListBlocker: 0.006039999891072512
Info 1118 [11:55:21.473] Returning an empty list because completion was requested in an invalid position.
Info 1119 [11:55:21.474] getCompletionData: Get current token: 0.014809000073000789
Info 1120 [11:55:21.474] getCompletionData: Is inside comment: 0.0019400001037865877
Info 1121 [11:55:21.474] getCompletionData: Get previous token: 0.026159000117331743
Info 1122 [11:55:21.474] getCompletionsAtPosition: isCompletionListBlocker: 0.00572899985127151
Info 1123 [11:55:21.474] Returning an empty list because completion was requested in an invalid position.
Info 1124 [11:55:21.474] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1125 [11:55:21.480] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 96 structureChanged: false structureIsReused:: Completely Elapsed: 5.810885000042617ms
Info 1126 [11:55:21.480] Different program with same set of files
Info 1127 [11:55:21.480] getCompletionData: Get current token: 0.026509999996051192
Info 1128 [11:55:21.480] getCompletionData: Is inside comment: 0.002859999891370535
Info 1129 [11:55:21.480] getCompletionData: Get previous token: 0.03309899987652898
Info 1130 [11:55:21.481] getCompletionsAtPosition: isCompletionListBlocker: 0.013679999858140945
Info 1131 [11:55:21.481] Returning an empty list because completion was requested in an invalid position.
Info 1132 [11:55:21.486] getCompletionData: Get current token: 0.015578999882563949
Info 1133 [11:55:21.487] getCompletionData: Is inside comment: 0.0027199999894946814
Info 1134 [11:55:21.487] getCompletionData: Get previous token: 0.027560000075027347
Info 1135 [11:55:21.487] getCompletionsAtPosition: isCompletionListBlocker: 0.011970000108703971
Info 1136 [11:55:21.487] Returning an empty list because completion was requested in an invalid position.
Info 1137 [11:55:21.487] getCompletionData: Get current token: 0.03209900017827749
Info 1138 [11:55:21.487] getCompletionData: Is inside comment: 0.0022700000554323196
Info 1139 [11:55:21.487] getCompletionData: Get previous token: 0.0261589998845011
Info 1140 [11:55:21.487] getCompletionsAtPosition: isCompletionListBlocker: 0.006330000003799796
Info 1141 [11:55:21.487] Returning an empty list because completion was requested in an invalid position.
Info 1142 [11:55:21.509] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1143 [11:55:21.515] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 97 structureChanged: false structureIsReused:: Completely Elapsed: 6.168560000136495ms
Info 1144 [11:55:21.516] Different program with same set of files
Info 1145 [11:55:21.519] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1146 [11:55:21.524] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 98 structureChanged: false structureIsReused:: Completely Elapsed: 5.683847999898717ms
Info 1147 [11:55:21.524] Different program with same set of files
Info 1148 [11:55:21.546] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1149 [11:55:21.551] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 99 structureChanged: false structureIsReused:: Completely Elapsed: 5.434661000035703ms
Info 1150 [11:55:21.551] Different program with same set of files
Info 1151 [11:55:21.552] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1152 [11:55:21.559] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 100 structureChanged: false structureIsReused:: Completely Elapsed: 6.892798000015318ms
Info 1153 [11:55:21.559] Different program with same set of files
Info 1154 [11:55:21.560] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1155 [11:55:21.567] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 101 structureChanged: false structureIsReused:: Completely Elapsed: 6.012211999855936ms
Info 1156 [11:55:21.567] Different program with same set of files
Info 1157 [11:55:21.570] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1158 [11:55:21.578] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 102 structureChanged: false structureIsReused:: Completely Elapsed: 7.415549000026658ms
Info 1159 [11:55:21.578] Different program with same set of files
